scenario_key,age,premium_term_number,premium_term_label,income_start_year,income_start_age,valid,blockers,notes,estimation_method,source_pdf_count,source_ages,source_labels,annualised_premium_basis,min_annualised_premium,max_annualised_premium,total_planned_premium,target_monthly_income,annualised_income,monthly_income_per_100k_annualised_premium,annualised_income_per_100k_annualised_premium,annual_income_rate_per_total_premium_pct,projection_years,maturity_age,projection_truncated,projection_end_age,current_illustrated_yield_pct_pa,guaranteed_illustrated_yield_pct_pa,total_distribution_cost_pct,final_net_irr_pct,reference_year,reference_age,reference_surrender_value,reference_policy_value,reference_cumulative_income,reference_total_benefits,total_projected_income,final_surrender_value,final_death_benefit,total_benefits_at_projection,net_illustrated_yield_pct_pa,index_account_assumption_pct_pa,blended_drag_vs_index_assumption_pct,face_amount_estimate,total_premium_charge_estimate,total_policy_fee_estimate,total_admin_fee_estimate,total_fee_estimate,policy_value_booster_estimate,net_fees_after_booster,effect_of_deductions,y1_policy_value,y1_surrender_value,y1_death_benefit,income_start_annual_income,income_start_cumulative_income,income_start_surrender_value,y10_annual_income,y10_cumulative_income,y10_surrender_value,y20_annual_income,y20_cumulative_income,y20_surrender_value,y40_annual_income,y40_cumulative_income,y40_surrender_value,final_policy_year,final_age
AGE0_2PAY_PY11,0,2,2 Years,11,11,true,,"Entry age 0 is outside the source-age anchors (46-56); the nearest anchor's estimate is used (parsed PIs show identical income rates at both anchor ages); validate against an official PI.; Premium term and income start values are interpolated or extrapolated from uploaded source PIs and are approximate.; Source illustrations end at policy year 79; the projection stops at attained age 79, before maturity age 125. Total projected income and final values are to the final projected year, not to maturity.",extrapolated_sparse,2,46,A46 2 Years / PY4; A46 2 Years / PY10,100000,50000,83000000,200000,1146.638889,13759.666667,1146.638889,13759.666667,6.879833,79,125,true,79,4.815,-1.28,10.32,4.911624,40,40,284506,284506,458737.33,743243.33,1101392.5,285705.33,285705.33,1387097.83,4.815,6.35,1.535,200000,15500,126499.98,77796.71,219796.69,70080,149716.69,1365224.17,92303,60303,105000,13759.67,13759.67,255149,0,0,250143,14189.5,141380,258272.17,16442.67,458737.33,284506,79,79
AGE0_2PAY_PY12,0,2,2 Years,12,12,true,,"Entry age 0 is outside the source-age anchors (46-56); the nearest anchor's estimate is used (parsed PIs show identical income rates at both anchor ages); validate against an official PI.; Premium term and income start values are interpolated or extrapolated from uploaded source PIs and are approximate.; Source illustrations end at policy year 79; the projection stops at attained age 79, before maturity age 125. Total projected income and final values are to the final projected year, not to maturity.",extrapolated_sparse,2,46,A46 2 Years / PY4; A46 2 Years / PY10,100000,50000,83000000,200000,1200.277778,14403.333333,1200.277778,14403.333333,7.201667,79,125,true,79,4.86,-1.28,10.32,4.901544,40,40,295986,295986,463740.33,759726.33,1132302,297233.67,297233.67,1429535.67,4.86,6.35,1.49,200000,15500,126499.98,80785.53,222785.51,70080,152705.51,1344119.33,92303,60303,105000,14403.33,14403.33,266688.67,0,0,261584,14850.67,133139,269727.33,17105,463740.33,295986,79,79
AGE0_2PAY_PY13,0,2,2 Years,13,13,true,,"Entry age 0 is outside the source-age anchors (46-56); the nearest anchor's estimate is used (parsed PIs show identical income rates at both anchor ages); validate against an official PI.; Premium term and income start values are interpolated or extrapolated from uploaded source PIs and are approximate.; Source illustrations end at policy year 79; the projection stops at attained age 79, before maturity age 125. Total projected income and final values are to the final projected year, not to maturity.",extrapolated_sparse,2,46,A46 2 Years / PY4; A46 2 Years / PY10,100000,50000,83000000,200000,1253.916667,15047,1253.916667,15047,7.5235,79,125,true,79,4.905,-1.28,10.32,4.885628,40,40,307466,307466,467416.5,774882.5,1161878.5,308762,308762,1470640.5,4.905,6.35,1.445,200000,15500,126499.98,83774.34,225774.32,70080,155694.32,1323014.5,92303,60303,105000,15047,15047,278406,0,0,273025,15512,123573.5,281182.5,17769,467416.5,307466,79,79
AGE0_2PAY_PY14,0,2,2 Years,14,14,true,,"Entry age 0 is outside the source-age anchors (46-56); the nearest anchor's estimate is used (parsed PIs show identical income rates at both anchor ages); validate against an official PI.; Premium term and income start values are interpolated or extrapolated from uploaded source PIs and are approximate.; Income start year 14 is beyond the illustrated start years in the parsed source PIs for this premium term; the estimate is held at the clamped extrapolation bound and may understate the deferral benefit.; Source illustrations end at policy year 79; the projection stops at attained age 79, before maturity age 125. Total projected income and final values are to the final projected year, not to maturity.",extrapolated_sparse,2,46,A46 2 Years / PY4; A46 2 Years / PY10,100000,50000,83000000,200000,1253.916667,15047,1253.916667,15047,7.5235,79,125,true,79,4.905,-1.28,10.32,4.735062,40,40,307466,307466,449647.5,757113.5,1144035.5,308762,308762,1452797.5,4.905,6.35,1.445,200000,15500,126499.98,83774.34,225774.32,70080,155694.32,1323014.5,92303,60303,105000,15047,15047,278764,0,0,273025,15510,108061.5,281182.5,17766.5,449647.5,307466,79,79
AGE0_2PAY_PY15,0,2,2 Years,15,15,true,,"Entry age 0 is outside the source-age anchors (46-56); the nearest anchor's estimate is used (parsed PIs show identical income rates at both anchor ages); validate against an official PI.; Premium term and income start values are interpolated or extrapolated from uploaded source PIs and are approximate.; Income start year 15 is beyond the illustrated start years in the parsed source PIs for this premium term; the estimate is held at the clamped extrapolation bound and may understate the deferral benefit.; Source illustrations end at policy year 79; the projection stops at attained age 79, before maturity age 125. Total projected income and final values are to the final projected year, not to maturity.",extrapolated_sparse,2,46,A46 2 Years / PY4; A46 2 Years / PY10,100000,50000,83000000,200000,1253.916667,15047,1253.916667,15047,7.5235,79,125,true,79,4.905,-1.28,10.32,4.594657,40,40,307466,307466,431881,739347,1126193.5,308762,308762,1434955.5,4.905,6.35,1.445,200000,15500,126499.98,83774.34,225774.32,70080,155694.32,1323014.5,92303,60303,105000,15047,15047,279124,0,0,273025,15507.5,92551.5,281182.5,17764,431881,307466,79,79
AGE0_2PAY_PY16,0,2,2 Years,16,16,true,,"Entry age 0 is outside the source-age anchors (46-56); the nearest anchor's estimate is used (parsed PIs show identical income rates at both anchor ages); validate against an official PI.; Premium term and income start values are interpolated or extrapolated from uploaded source PIs and are approximate.; Income start year 16 is beyond the illustrated start years in the parsed source PIs for this premium term; the estimate is held at the clamped extrapolation bound and may understate the deferral benefit.; Source illustrations end at policy year 79; the projection stops at attained age 79, before maturity age 125. Total projected income and final values are to the final projected year, not to maturity.",extrapolated_sparse,2,46,A46 2 Years / PY4; A46 2 Years / PY10,100000,50000,83000000,200000,1253.916667,15047,1253.916667,15047,7.5235,79,125,true,79,4.905,-1.28,10.32,4.463188,40,40,307466,307466,414117,721583,1108354,308762,308762,1417116,4.905,6.35,1.445,200000,15500,126499.98,83774.34,225774.32,70080,155694.32,1323014.5,92303,60303,105000,15047,15047,279396,0,0,273025,15505.5,77044,281182.5,17763,414117,307466,79,79
AGE0_2PAY_PY17,0,2,2 Years,17,17,true,,"Entry age 0 is outside the source-age anchors (46-56); the nearest anchor's estimate is used (parsed PIs show identical income rates at both anchor ages); validate against an official PI.; Premium term and income start values are interpolated or extrapolated from uploaded source PIs and are approximate.; Income start year 17 is beyond the illustrated start years in the parsed source PIs for this premium term; the estimate is held at the clamped extrapolation bound and may understate the deferral benefit.; Source illustrations end at policy year 79; the projection stops at attained age 79, before maturity age 125. Total projected income and final values are to the final projected year, not to maturity.",extrapolated_sparse,2,46,A46 2 Years / PY4; A46 2 Years / PY10,100000,50000,83000000,200000,1253.916667,15047,1253.916667,15047,7.5235,79,125,true,79,4.905,-1.28,10.32,4.339627,40,40,307466,307466,396354,703820,1090516.5,308762,308762,1399278.5,4.905,6.35,1.445,200000,15500,126499.98,83774.34,225774.32,70080,155694.32,1323014.5,92303,60303,105000,15047,15047,279960,0,0,273025,15504.5,61538.5,281182.5,17762,396354,307466,79,79
AGE0_2PAY_PY18,0,2,2 Years,18,18,true,,"Entry age 0 is outside the source-age anchors (46-56); the nearest anchor's estimate is used (parsed PIs show identical income rates at both anchor ages); validate against an official PI.; Premium term and income start values are interpolated or extrapolated from uploaded source PIs and are approximate.; Income start year 18 is beyond the illustrated start years in the parsed source PIs for this premium term; the estimate is held at the clamped extrapolation bound and may understate the deferral benefit.; Source illustrations end at policy year 79; the projection stops at attained age 79, before maturity age 125. Total projected income and final values are to the final projected year, not to maturity.",extrapolated_sparse,2,46,A46 2 Years / PY4; A46 2 Years / PY10,100000,50000,83000000,200000,1253.916667,15047,1253.916667,15047,7.5235,79,125,true,79,4.905,-1.28,10.32,4.223101,40,40,307466,307466,378592,686058,1072681.5,308762,308762,1381443.5,4.905,6.35,1.445,200000,15500,126499.98,83774.34,225774.32,70080,155694.32,1323014.5,92303,60303,105000,15047,15047,280318.5,0,0,273025,15501,46034,281182.5,17796.5,378592,307466,79,79
AGE0_2PAY_PY19,0,2,2 Years,19,19,true,,"Entry age 0 is outside the source-age anchors (46-56); the nearest anchor's estimate is used (parsed PIs show identical income rates at both anchor ages); validate against an official PI.; Premium term and income start values are interpolated or extrapolated from uploaded source PIs and are approximate.; Income start year 19 is beyond the illustrated start years in the parsed source PIs for this premium term; the estimate is held at the clamped extrapolation bound and may understate the deferral benefit.; Source illustrations end at policy year 79; the projection stops at attained age 79, before maturity age 125. Total projected income and final values are to the final projected year, not to maturity.",extrapolated_sparse,2,46,A46 2 Years / PY4; A46 2 Years / PY10,100000,50000,83000000,200000,1253.916667,15047,1253.916667,15047,7.5235,79,125,true,79,4.905,-1.28,10.32,4.112864,40,40,307466,307466,360795.5,668261.5,1054847.5,308762,308762,1363609.5,4.905,6.35,1.445,200000,15500,126499.98,83774.34,225774.32,70080,155694.32,1323014.5,92303,60303,105000,15047,15047,280911,0,0,273025,15486,30533,281182.5,18865.5,360795.5,307466,79,79
AGE0_2PAY_PY20,0,2,2 Years,20,20,true,,"Entry age 0 is outside the source-age anchors (46-56); the nearest anchor's estimate is used (parsed PIs show identical income rates at both anchor ages); validate against an official PI.; Premium term and income start values are interpolated or extrapolated from uploaded source PIs and are approximate.; Income start year 20 is beyond the illustrated start years in the parsed source PIs for this premium term; the estimate is held at the clamped extrapolation bound and may understate the deferral benefit.; Source illustrations end at policy year 79; the projection stops at attained age 79, before maturity age 125. Total projected income and final values are to the final projected year, not to maturity.",extrapolated_sparse,2,46,A46 2 Years / PY4; A46 2 Years / PY10,100000,50000,83000000,200000,1253.916667,15047,1253.916667,15047,7.5235,79,125,true,79,4.905,-1.28,10.32,4.008275,40,40,307466,307466,341930,649396,1037015.5,308762,308762,1345777.5,4.905,6.35,1.445,200000,15500,126499.98,83774.34,225774.32,70080,155694.32,1323014.5,92303,60303,105000,15047,15047,281182.5,0,0,273025,15047,15047,281182.5,18863.5,341930,307466,79,79
AGE0_2PAY_PY21,0,2,2 Years,21,21,true,,"Entry age 0 is outside the source-age anchors (46-56); the nearest anchor's estimate is used (parsed PIs show identical income rates at both anchor ages); validate against an official PI.; Premium term and income start values are interpolated or extrapolated from uploaded source PIs and are approximate.; Income start year 21 is beyond the illustrated start years in the parsed source PIs for this premium term; the estimate is held at the clamped extrapolation bound and may understate the deferral benefit.; Source illustrations end at policy year 79; the projection stops at attained age 79, before maturity age 125. Total projected income and final values are to the final projected year, not to maturity.",extrapolated_sparse,2,46,A46 2 Years / PY4; A46 2 Years / PY10,100000,50000,83000000,200000,1253.916667,15047,1253.916667,15047,7.5235,79,125,true,79,4.905,-1.28,10.32,3.908776,40,40,307466,307466,323066.5,630532.5,1019186,308762,308762,1327948,4.905,6.35,1.445,200000,15500,126499.98,83774.34,225774.32,70080,155694.32,1323014.5,92303,60303,105000,15047,15047,281629.5,0,0,273025,0,0,281182.5,18861,323066.5,307466,79,79
AGE0_3PAY_PY2,0,3,3 Years,2,2,true,,"Entry age 0 is outside the source-age anchors (46-56); the nearest anchor's estimate is used (parsed PIs show identical income rates at both anchor ages); validate against an official PI.; Premium term and income start values are interpolated or extrapolated from uploaded source PIs and are approximate.; Source illustrations end at policy year 79; the projection stops at attained age 79, before maturity age 125. Total projected income and final values are to the final projected year, not to maturity.",extrapolated_sparse,4,46; 56,A46 2 Years / PY4; A46 2 Years / PY10; A56 4 Years / PY3; A56 4 Years / PY14,100000,33333.33,55333333.33,300000,451.879735,5422.556818,451.879735,5422.556818,1.807519,79,125,true,79,4.396364,-1.295,10.32,4.457696,40,40,274417.13,274417.13,527622.08,802039.2,1147431.65,275424.25,275424.25,1422855.9,4.396364,6.35,1.953636,300000,22500,189749.97,76477.47,288727.44,105120,183607.44,2245882.35,101891.25,53891.25,118125,5422.56,5422.56,165000,12477.52,102622.3,226412.83,11793.52,224815.81,235394.68,15858.32,527622.08,274417.13,79,79
AGE0_3PAY_PY3,0,3,3 Years,3,3,true,,"Entry age 0 is outside the source-age anchors (46-56); the nearest anchor's estimate is used (parsed PIs show identical income rates at both anchor ages); validate against an official PI.; Premium term and income start values are interpolated or extrapolated from uploaded source PIs and are approximate.; Source illustrations end at policy year 79; the projection stops at attained age 79, before maturity age 125. Total projected income and final values are to the final projected year, not to maturity.",extrapolated_sparse,3,46; 56,A46 2 Years / PY4; A46 2 Years / PY10; A56 4 Years / PY3,100000,33333.33,55333333.33,300000,576.552083,6918.625,576.552083,6918.625,2.306208,79,125,true,79,4.4375,-1.295,10.32,4.598909,40,40,291174.75,291174.75,552671.25,843846,1210350.88,292243.63,292243.63,1502594.5,4.4375,6.35,1.9125,300000,22500,189749.97,80770.28,293020.25,105120,187900.25,2216461.75,101891.25,53891.25,118125,6918.63,6918.63,206274.75,13443.5,98630.13,240088.13,13189.5,232644.25,252116.13,16828.25,552671.25,291174.75,79,79
